date,vehicle_type,manufacturer,registrations
2023-06-12,3W,Mahindra,1335
2023-06-12,3W,TVS,561
2023-06-12,3W,Atul,872
2023-06-12,3W,Kinetic,1013
2023-06-12,4W,Maruti Suzuki,2009
2023-06-12,4W,Hyundai,2312
2023-06-12,4W,Tata Motors,746
2023-06-12,4W,Mahindra,2080
2023-06-12,4W,Kia,1579
2023-06-12,4W,Toyota,1577
2023-06-12,4W,Honda,1743
2023-06-12,4W,MG,872
2023-06-12,4W,Skoda,2357
2023-06-12,4W,Volkswagen,778
2023-06-13,2W,Hero,6648
2023-06-13,2W,Honda,12110
2023-06-13,2W,TVS,8044
2023-06-13,2W,Bajaj,13202
2023-06-13,2W,Royal Enfield,24245
2023-06-13,2W,Yamaha,8039
2023-06-13,2W,Suzuki,8508
2023-06-13,2W,Ola Electric,5599
2023-06-13,2W,Ather,7905
2023-06-13,3W,Bajaj,1096
2023-06-13,3W,Piaggio,571
2023-06-13,3W,Mahindra,947
2023-06-13,3W,TVS,1136
2023-06-13,3W,Atul,1019
2023-06-13,3W,Kinetic,545
2023-06-13,4W,Maruti Suzuki,1758
2023-06-13,4W,Hyundai,2254
2023-06-13,4W,Tata Motors,862
2023-06-13,4W,Mahindra,1682
2023-06-13,4W,Kia,1338
2023-06-13,4W,Toyota,2733
2023-06-13,4W,Honda,2261
2023-06-13,4W,MG,1910
2023-06-13,4W,Skoda,928
2023-06-13,4W,Volkswagen,2285
2023-06-14,2W,Hero,9279
2023-06-14,2W,Honda,3968
2023-06-14,2W,TVS,10021
2023-06-14,2W,Bajaj,12855
2023-06-14,2W,Royal Enfield,11047
2023-06-14,2W,Yamaha,7384
2023-06-14,2W,Suzuki,4696
2023-06-14,2W,Ola Electric,5047
2023-06-14,2W,Ather,7691
2023-06-14,3W,Bajaj,812
2023-06-14,3W,Piaggio,1225
2023-06-14,3W,Mahindra,779
2023-06-14,3W,TVS,633
2023-06-14,3W,Atul,1171
2023-06-14,3W,Kinetic,832
2023-06-14,4W,Maruti Suzuki,1129
2023-06-14,4W,Hyundai,1752
2023-06-14,4W,Tata Motors,1618
2023-06-14,4W,Mahindra,1809
2023-06-14,4W,Kia,1949
2023-06-14,4W,Toyota,2347
2023-06-14,4W,Honda,2223
2023-06-14,4W,MG,1396
2023-06-14,4W,Skoda,1077
2023-06-14,4W,Volkswagen,832
2023-06-15,2W,Hero,9320
2023-06-15,2W,Honda,8983
2023-06-15,2W,TVS,6820
2023-06-15,2W,Bajaj,8655
2023-06-15,2W,Royal Enfield,5652
2023-06-15,2W,Yamaha,4495
2023-06-15,2W,Suzuki,4211
2023-06-15,2W,Ola Electric,7863
2023-06-15,2W,Ather,8811
2023-06-15,3W,Bajaj,995
2023-06-15,3W,Piaggio,838
2023-06-15,3W,Mahindra,634
2023-06-15,3W,TVS,832
2023-06-15,3W,Atul,518
2023-06-15,3W,Kinetic,566
2023-06-15,4W,Maruti Suzuki,2196
2023-06-15,4W,Hyundai,1713
2023-06-15,4W,Tata Motors,1953
2023-06-15,4W,Mahindra,2063
2023-06-15,4W,Kia,1602
2023-06-15,4W,Toyota,1270
2023-06-15,4W,Honda,1210
2023-06-15,4W,MG,1452
2023-06-15,4W,Skoda,1174
2023-06-15,4W,Volkswagen,811
2023-06-16,2W,Hero,5773
2023-06-16,2W,Honda,7672
2023-06-16,2W,TVS,12421
2023-06-16,2W,Bajaj,8667
2023-06-16,2W,Royal Enfield,14166
2023-06-16,2W,Yamaha,9077
2023-06-16,2W,Suzuki,4526
2023-06-16,2W,Ola Electric,4592
2023-06-16,2W,Ather,10748
2023-06-16,3W,Bajaj,381
2023-06-16,3W,Piaggio,587
2023-06-16,3W,Mahindra,746
2023-06-16,3W,TVS,784
2023-06-16,3W,Atul,775
2023-06-16,3W,Kinetic,981
2023-06-16,4W,Maruti Suzuki,1554
2023-06-16,4W,Hyundai,1520
2023-06-16,4W,Tata Motors,1410
2023-06-16,4W,Mahindra,2040
2023-06-16,4W,Kia,1333
2023-06-16,4W,Toyota,1979
2023-06-16,4W,Honda,1356
2023-06-16,4W,MG,2095
2023-06-16,4W,Skoda,2018
2023-06-16,4W,Volkswagen,959
2023-06-17,2W,Hero,6502
2023-06-17,2W,Honda,6714
2023-06-17,2W,TVS,2541
2023-06-17,2W,Bajaj,3914
2023-06-17,2W,Royal Enfield,4920
2023-06-17,2W,Yamaha,2665
2023-06-17,2W,Suzuki,3374
2023-06-17,2W,Ola Electric,7046
2023-06-17,2W,Ather,4908
2023-06-17,3W,Bajaj,536
2023-06-17,3W,Piaggio,567
2023-06-17,3W,Mahindra,598
2023-06-17,3W,TVS,340
2023-06-17,3W,Atul,363
2023-06-17,3W,Kinetic,642
2023-06-17,4W,Maruti Suzuki,1370
2023-06-17,4W,Hyundai,1115
2023-06-17,4W,Tata Motors,1179
2023-06-17,4W,Mahindra,460
2023-06-17,4W,Kia,736
2023-06-17,4W,Toyota,1129
2023-06-17,4W,Honda,736
2023-06-17,4W,MG,893
2023-06-17,4W,Skoda,1114
2023-06-17,4W,Volkswagen,2441
2023-06-18,2W,Hero,5836
2023-06-18,2W,Honda,7742
2023-06-18,2W,TVS,5121
2023-06-18,2W,Bajaj,4687
2023-06-18,2W,Royal Enfield,3417
2023-06-18,2W,Yamaha,2721
2023-06-18,2W,Suzuki,4596
2023-06-18,2W,Ola Electric,3778
2023-06-18,2W,Ather,5682
2023-06-18,3W,Bajaj,576
2023-06-18,3W,Piaggio,465
2023-06-18,3W,Mahindra,493
2023-06-18,3W,TVS,538
2023-06-18,3W,Atul,389
2023-06-18,3W,Kinetic,265
2023-06-18,4W,Maruti Suzuki,1195
2023-06-18,4W,Hyundai,447
2023-06-18,4W,Tata Motors,714
2023-06-18,4W,Mahindra,1243
2023-06-18,4W,Kia,605
2023-06-18,4W,Toyota,758
2023-06-18,4W,Honda,1127
2023-06-18,4W,MG,929
2023-06-18,4W,Skoda,1288
2023-06-18,4W,Volkswagen,1173
2023-06-19,2W,Hero,10152
2023-06-19,2W,Honda,8528
2023-06-19,2W,TVS,4637
2023-06-19,2W,Bajaj,6810
2023-06-19,2W,Royal Enfield,8787
2023-06-19,2W,Yamaha,8033
2023-06-19,2W,Suzuki,7526
2023-06-19,2W,Ola Electric,8318
2023-06-19,2W,Ather,7786
2023-06-19,3W,Bajaj,861
2023-06-19,3W,Piaggio,752
2023-06-19,3W,Mahindra,508
2023-06-19,3W,TVS,608
2023-06-19,3W,Atul,607
2023-06-19,3W,Kinetic,725
2023-06-19,4W,Maruti Suzuki,896
2023-06-19,4W,Hyundai,1100
2023-06-19,4W,Tata Motors,1449
2023-06-19,4W,Mahindra,1701
2023-06-19,4W,Kia,1429
2023-06-19,4W,Toyota,2238
2023-06-19,4W,Honda,1465
2023-06-19,4W,MG,2164
2023-06-19,4W,Skoda,1464
2023-06-19,4W,Volkswagen,1530
2023-06-20,2W,Hero,4596
2023-06-20,2W,Honda,5089
2023-06-20,2W,TVS,5680
2023-06-20,2W,Bajaj,7908
2023-06-20,2W,Royal Enfield,4370
2023-06-20,2W,Yamaha,4862
2023-06-20,2W,Suzuki,5130
2023-06-20,2W,Ola Electric,3530
2023-06-20,2W,Ather,5385
2023-06-20,3W,Bajaj,367
2023-06-20,3W,Piaggio,1084
2023-06-20,3W,Mahindra,804
2023-06-20,3W,TVS,931
2023-06-20,3W,Atul,700
2023-06-20,3W,Kinetic,978
2023-06-20,4W,Maruti Suzuki,1115
2023-06-20,4W,Hyundai,1725
2023-06-20,4W,Tata Motors,1659
2023-06-20,4W,Mahindra,1782
2023-06-20,4W,Kia,2027
2023-06-20,4W,Toyota,2144
2023-06-20,4W,Honda,817
2023-06-20,4W,MG,1297
2023-06-20,4W,Skoda,2069
2023-06-20,4W,Volkswagen,1041
2023-06-21,2W,Hero,5750
2023-06-21,2W,Honda,9847
2023-06-21,2W,TVS,6035
2023-06-21,2W,Bajaj,6750
2023-06-21,2W,Royal Enfield,8412
2023-06-21,2W,Yamaha,6958
2023-06-21,2W,Suzuki,9210
2023-06-21,2W,Ola Electric,6992
2023-06-21,2W,Ather,9581
2023-06-21,3W,Bajaj,393
2023-06-21,3W,Piaggio,709
2023-06-21,3W,Mahindra,336
2023-06-21,3W,TVS,678
2023-06-21,3W,Atul,1054
2023-06-21,3W,Kinetic,484
2023-06-21,4W,Maruti Suzuki,1988
2023-06-21,4W,Hyundai,2103
2023-06-21,4W,Tata Motors,2146
2023-06-21,4W,Mahindra,1063
2023-06-21,4W,Kia,1901
2023-06-21,4W,Toyota,2458
2023-06-21,4W,Honda,779
2023-06-21,4W,MG,968
2023-06-21,4W,Skoda,2234
2023-06-21,4W,Volkswagen,1848
2023-06-22,2W,Hero,9347
2023-06-22,2W,Honda,9955
2023-06-22,2W,TVS,11504
2023-06-22,2W,Bajaj,5350
2023-06-22,2W,Royal Enfield,9796
2023-06-22,2W,Yamaha,3441
2023-06-22,2W,Suzuki,5903
2023-06-22,2W,Ola Electric,5690
2023-06-22,2W,Ather,8049
2023-06-22,3W,Bajaj,762
2023-06-22,3W,Piaggio,681
2023-06-22,3W,Mahindra,994
2023-06-22,3W,TVS,539
2023-06-22,3W,Atul,949
2023-06-22,3W,Kinetic,393
2023-06-22,4W,Maruti Suzuki,1402
2023-06-22,4W,Hyundai,1614
2023-06-22,4W,Tata Motors,917
2023-06-22,4W,Mahindra,1160
2023-06-22,4W,Kia,2079
2023-06-22,4W,Toyota,933
2023-06-22,4W,Honda,814
2023-06-22,4W,MG,1724
2023-06-22,4W,Skoda,2391
2023-06-22,4W,Volkswagen,975
2023-06-23,2W,Hero,4719
2023-06-23,2W,Honda,11659
2023-06-23,2W,TVS,7171
2023-06-23,2W,Bajaj,12223
2023-06-23,2W,Royal Enfield,8231
2023-06-23,2W,Yamaha,7113
2023-06-23,2W,Suzuki,7231
2023-06-23,2W,Ola Electric,8827
2023-06-23,2W,Ather,8777
2023-06-23,3W,Bajaj,394
2023-06-23,3W,Piaggio,908
2023-06-23,3W,Mahindra,835
2023-06-23,3W,TVS,648
2023-06-23,3W,Atul,663
2023-06-23,3W,Kinetic,1061
2023-06-23,4W,Maruti Suzuki,1639
2023-06-23,4W,Hyundai,766
2023-06-23,4W,Tata Motors,741
2023-06-23,4W,Mahindra,1393
2023-06-23,4W,Kia,1664
2023-06-23,4W,Toyota,1595
2023-06-23,4W,Honda,1906
2023-06-23,4W,MG,1962
2023-06-23,4W,Skoda,2228
2023-06-23,4W,Volkswagen,1555
2023-06-24,2W,Hero,3397
2023-06-24,2W,Honda,7143
2023-06-24,2W,TVS,3570
2023-06-24,2W,Bajaj,2291
2023-06-24,2W,Royal Enfield,5118
2023-06-24,2W,Yamaha,4258
2023-06-24,2W,Suzuki,4136
2023-06-24,2W,Ola Electric,3452
2023-06-24,2W,Ather,5681
2023-06-24,3W,Bajaj,542
2023-06-24,3W,Piaggio,542
2023-06-24,3W,Mahindra,280
2023-06-24,3W,TVS,310
2023-06-24,3W,Atul,328
2023-06-24,3W,Kinetic,474
2023-06-24,4W,Maruti Suzuki,783
2023-06-24,4W,Hyundai,728
2023-06-24,4W,Tata Motors,866
2023-06-24,4W,Mahindra,625
2023-06-24,4W,Kia,663
2023-06-24,4W,Toyota,1198
2023-06-24,4W,Honda,673
2023-06-24,4W,MG,705
2023-06-24,4W,Skoda,920
2023-06-24,4W,Volkswagen,1075
2023-06-25,2W,Hero,4914
2023-06-25,2W,Honda,2821
2023-06-25,2W,TVS,4222
2023-06-25,2W,Bajaj,5613
2023-06-25,2W,Royal Enfield,6722
2023-06-25,2W,Yamaha,2285
2023-06-25,2W,Suzuki,3857
2023-06-25,2W,Ola Electric,3626
2023-06-25,2W,Ather,5515
2023-06-25,3W,Bajaj,470
2023-06-25,3W,Piaggio,258
2023-06-25,3W,Mahindra,636
2023-06-25,3W,TVS,481
2023-06-25,3W,Atul,454
2023-06-25,3W,Kinetic,337
2023-06-25,4W,Maruti Suzuki,753
2023-06-25,4W,Hyundai,1329
2023-06-25,4W,Tata Motors,580
2023-06-25,4W,Mahindra,1414
2023-06-25,4W,Kia,667
2023-06-25,4W,Toyota,603
2023-06-25,4W,Honda,920
2023-06-25,4W,MG,1249
2023-06-25,4W,Skoda,1013
2023-06-25,4W,Volkswagen,629
2023-06-26,2W,Hero,5127
2023-06-26,2W,Honda,9132
2023-06-26,2W,TVS,6256
2023-06-26,2W,Bajaj,10413
2023-06-26,2W,Royal Enfield,6244
2023-06-26,2W,Yamaha,9171
2023-06-26,2W,Suzuki,8158
2023-06-26,2W,Ola Electric,3946
2023-06-26,2W,Ather,7237
2023-06-26,3W,Bajaj,1061
2023-06-26,3W,Piaggio,844
2023-06-26,3W,Mahindra,866
2023-06-26,3W,TVS,844
2023-06-26,3W,Atul,688
2023-06-26,3W,Kinetic,1072
2023-06-26,4W,Maruti Suzuki,1010
2023-06-26,4W,Hyundai,1448
2023-06-26,4W,Tata Motors,1572
2023-06-26,4W,Mahindra,1168
2023-06-26,4W,Kia,831
2023-06-26,4W,Toyota,1404
2023-06-26,4W,Honda,2454
2023-06-26,4W,MG,885
2023-06-26,4W,Skoda,985
2023-06-26,4W,Volkswagen,1333
2023-06-27,2W,Hero,10777
2023-06-27,2W,Honda,10772
2023-06-27,2W,TVS,4959
2023-06-27,2W,Bajaj,9983
2023-06-27,2W,Royal Enfield,3591
2023-06-27,2W,Yamaha,11140
2023-06-27,2W,Suzuki,7260
2023-06-27,2W,Ola Electric,9606
2023-06-27,2W,Ather,7716
2023-06-27,3W,Bajaj,609
2023-06-27,3W,Piaggio,813
2023-06-27,3W,Mahindra,475
2023-06-27,3W,TVS,747
2023-06-27,3W,Atul,1044
2023-06-27,3W,Kinetic,899
2023-06-27,4W,Maruti Suzuki,1703
2023-06-27,4W,Hyundai,796
2023-06-27,4W,Tata Motors,1187
2023-06-27,4W,Mahindra,1463
2023-06-27,4W,Kia,1493
2023-06-27,4W,Toyota,1653
2023-06-27,4W,Honda,1247
2023-06-27,4W,MG,776
2023-06-27,4W,Skoda,1791
2023-06-27,4W,Volkswagen,1404
2023-06-28,2W,Hero,4733
2023-06-28,2W,Honda,5583
2023-06-28,2W,TVS,13993
2023-06-28,2W,Bajaj,6180
2023-06-28,2W,Royal Enfield,7397
2023-06-28,2W,Yamaha,15667
2023-06-28,2W,Suzuki,4707
2023-06-28,2W,Ola Electric,6686
2023-06-28,2W,Ather,7012
2023-06-28,3W,Bajaj,1013
2023-06-28,3W,Piaggio,524
2023-06-28,3W,Mahindra,942
2023-06-28,3W,TVS,1092
2023-06-28,3W,Atul,1075
2023-06-28,3W,Kinetic,885
2023-06-28,4W,Maruti Suzuki,1155
2023-06-28,4W,Hyundai,1162
2023-06-28,4W,Tata Motors,868
2023-06-28,4W,Mahindra,1469
2023-06-28,4W,Kia,1935
2023-06-28,4W,Toyota,952
2023-06-28,4W,Honda,1417
2023-06-28,4W,MG,1227
2023-06-28,4W,Skoda,1516
2023-06-28,4W,Volkswagen,1546
2023-06-29,2W,Hero,7146
2023-06-29,2W,Honda,7645
2023-06-29,2W,TVS,10377
2023-06-29,2W,Bajaj,4231
2023-06-29,2W,Royal Enfield,9027
2023-06-29,2W,Yamaha,7149
2023-06-29,2W,Suzuki,7956
2023-06-29,2W,Ola Electric,6632
2023-06-29,2W,Ather,9137
2023-06-29,3W,Bajaj,880
2023-06-29,3W,Piaggio,396
2023-06-29,3W,Mahindra,479
2023-06-29,3W,TVS,615
2023-06-29,3W,Atul,548
2023-06-29,3W,Kinetic,907
2023-06-29,4W,Maruti Suzuki,1898
2023-06-29,4W,Hyundai,2307
2023-06-29,4W,Tata Motors,1557
2023-06-29,4W,Mahindra,960
2023-06-29,4W,Kia,1821
2023-06-29,4W,Toyota,849
2023-06-29,4W,Honda,719
2023-06-29,4W,MG,1248
2023-06-29,4W,Skoda,1946
2023-06-29,4W,Volkswagen,1558
2023-06-30,2W,Hero,4585
2023-06-30,2W,Honda,6022
2023-06-30,2W,TVS,10041
2023-06-30,2W,Bajaj,9816
2023-06-30,2W,Royal Enfield,5229
2023-06-30,2W,Yamaha,10914
2023-06-30,2W,Suzuki,10997
2023-06-30,2W,Ola Electric,5461
2023-06-30,2W,Ather,4138
2023-06-30,3W,Bajaj,378
2023-06-30,3W,Piaggio,980
2023-06-30,3W,Mahindra,395
2023-06-30,3W,TVS,977
2023-06-30,3W,Atul,991
2023-06-30,3W,Kinetic,475
2023-06-30,4W,Maruti Suzuki,1239
2023-06-30,4W,Hyundai,1943
2023-06-30,4W,Tata Motors,1141
2023-06-30,4W,Mahindra,1847
2023-06-30,4W,Kia,584
2023-06-30,4W,Toyota,1880
2023-06-30,4W,Honda,1917
2023-06-30,4W,MG,1145
2023-06-30,4W,Skoda,2121
2023-06-30,4W,Volkswagen,1029
2023-07-01,2W,Hero,7629
2023-07-01,2W,Honda,2856
2023-07-01,2W,TVS,4964
2023-07-01,2W,Bajaj,4816
2023-07-01,2W,Royal Enfield,6069
2023-07-01,2W,Yamaha,4809
2023-07-01,2W,Suzuki,6713
2023-07-01,2W,Ola Electric,3498
2023-07-01,2W,Ather,5562
2023-07-01,3W,Bajaj,485
2023-07-01,3W,Piaggio,291
2023-07-01,3W,Mahindra,340
2023-07-01,3W,TVS,210
2023-07-01,3W,Atul,270
2023-07-01,3W,Kinetic,189
2023-07-01,4W,Maruti Suzuki,691
2023-07-01,4W,Hyundai,1383
2023-07-01,4W,Tata Motors,1377
2023-07-01,4W,Mahindra,443
2023-07-01,4W,Kia,804
2023-07-01,4W,Toyota,791
2023-07-01,4W,Honda,855
2023-07-01,4W,MG,995
2023-07-01,4W,Skoda,701
2023-07-01,4W,Volkswagen,646
2023-07-02,2W,Hero,4510
2023-07-02,2W,Honda,5536
2023-07-02,2W,TVS,3043
2023-07-02,2W,Bajaj,5098
2023-07-02,2W,Royal Enfield,5399
2023-07-02,2W,Yamaha,3147
2023-07-02,2W,Suzuki,3673
2023-07-02,2W,Ola Electric,4306
2023-07-02,2W,Ather,2513
2023-07-02,3W,Bajaj,507
2023-07-02,3W,Piaggio,241
2023-07-02,3W,Mahindra,716
2023-07-02,3W,TVS,453
2023-07-02,3W,Atul,240
2023-07-02,3W,Kinetic,635
2023-07-02,4W,Maruti Suzuki,1234
2023-07-02,4W,Hyundai,875
2023-07-02,4W,Tata Motors,1037
2023-07-02,4W,Mahindra,699
2023-07-02,4W,Kia,1339
2023-07-02,4W,Toyota,922
2023-07-02,4W,Honda,1124
2023-07-02,4W,MG,1222
2023-07-02,4W,Skoda,1343
2023-07-02,4W,Volkswagen,1236
2023-07-03,2W,Hero,4938
2023-07-03,2W,Honda,9033
2023-07-03,2W,TVS,8266
2023-07-03,2W,Bajaj,11568
2023-07-03,2W,Royal Enfield,8768
2023-07-03,2W,Yamaha,10046
2023-07-03,2W,Suzuki,6404
2023-07-03,2W,Ola Electric,4524
2023-07-03,2W,Ather,8468
2023-07-03,3W,Bajaj,1212
2023-07-03,3W,Piaggio,845
2023-07-03,3W,Mahindra,844
2023-07-03,3W,TVS,838
2023-07-03,3W,Atul,911
2023-07-03,3W,Kinetic,387
2023-07-03,4W,Maruti Suzuki,1458
2023-07-03,4W,Hyundai,2190
2023-07-03,4W,Tata Motors,1127
2023-07-03,4W,Mahindra,1305
2023-07-03,4W,Kia,1723
2023-07-03,4W,Toyota,1861
2023-07-03,4W,Honda,1025
2023-07-03,4W,MG,933
2023-07-03,4W,Skoda,1909
2023-07-03,4W,Volkswagen,2188
2023-07-04,2W,Hero,4288
2023-07-04,2W,Honda,10848
2023-07-04,2W,TVS,3134
2023-07-04,2W,Bajaj,6270
2023-07-04,2W,Royal Enfield,10725
2023-07-04,2W,Yamaha,4084
2023-07-04,2W,Suzuki,3250
2023-07-04,2W,Ola Electric,4778
2023-07-04,2W,Ather,4684
2023-07-04,3W,Bajaj,780
2023-07-04,3W,Piaggio,533
2023-07-04,3W,Mahindra,672
2023-07-04,3W,TVS,589
2023-07-04,3W,Atul,1097
2023-07-04,3W,Kinetic,757
2023-07-04,4W,Maruti Suzuki,670
2023-07-04,4W,Hyundai,1716
2023-07-04,4W,Tata Motors,1551
2023-07-04,4W,Mahindra,1475
2023-07-04,4W,Kia,1787
2023-07-04,4W,Toyota,926
2023-07-04,4W,Honda,1659
2023-07-04,4W,MG,1929
2023-07-04,4W,Skoda,1172
2023-07-04,4W,Volkswagen,1910
2023-07-05,2W,Hero,6595
2023-07-05,2W,Honda,4290
2023-07-05,2W,TVS,8038
2023-07-05,2W,Bajaj,6181
2023-07-05,2W,Royal Enfield,8613
2023-07-05,2W,Yamaha,3554
2023-07-05,2W,Suzuki,8185
2023-07-05,2W,Ola Electric,3400
2023-07-05,2W,Ather,4099
2023-07-05,3W,Bajaj,776
2023-07-05,3W,Piaggio,746
2023-07-05,3W,Mahindra,867
2023-07-05,3W,TVS,920
2023-07-05,3W,Atul,928
2023-07-05,3W,Kinetic,1080
2023-07-05,4W,Maruti Suzuki,1452
2023-07-05,4W,Hyundai,1244
2023-07-05,4W,Tata Motors,2256
2023-07-05,4W,Mahindra,1662
2023-07-05,4W,Kia,1355
2023-07-05,4W,Toyota,1919
2023-07-05,4W,Honda,1969
2023-07-05,4W,MG,814
2023-07-05,4W,Skoda,1103
2023-07-05,4W,Volkswagen,1660
2023-07-06,2W,Hero,4108
2023-07-06,2W,Honda,8907
2023-07-06,2W,TVS,8377
2023-07-06,2W,Bajaj,5269
2023-07-06,2W,Royal Enfield,7429
2023-07-06,2W,Yamaha,7513
2023-07-06,2W,Suzuki,7306
2023-07-06,2W,Ola Electric,10327
2023-07-06,2W,Ather,6485
2023-07-06,3W,Bajaj,472
2023-07-06,3W,Piaggio,395
2023-07-06,3W,Mahindra,728
2023-07-06,3W,TVS,817
2023-07-06,3W,Atul,850
2023-07-06,3W,Kinetic,366
2023-07-06,4W,Maruti Suzuki,1446
2023-07-06,4W,Hyundai,2202
2023-07-06,4W,Tata Motors,2355
2023-07-06,4W,Mahindra,1827
2023-07-06,4W,Kia,1820
2023-07-06,4W,Toyota,1965
2023-07-06,4W,Honda,998
2023-07-06,4W,MG,1984
2023-07-06,4W,Skoda,1002
2023-07-06,4W,Volkswagen,1241
2023-07-07,2W,Hero,7868
2023-07-07,2W,Honda,7963
2023-07-07,2W,TVS,9394
2023-07-07,2W,Bajaj,5232
2023-07-07,2W,Royal Enfield,7403
2023-07-07,2W,Yamaha,4766
2023-07-07,2W,Suzuki,7033
2023-07-07,2W,Ola Electric,8363
2023-07-07,2W,Ather,4858
2023-07-07,3W,Bajaj,457
2023-07-07,3W,Piaggio,935
2023-07-07,3W,Mahindra,739
2023-07-07,3W,TVS,1098
2023-07-07,3W,Atul,1036
2023-07-07,3W,Kinetic,850
2023-07-07,4W,Maruti Suzuki,1516
2023-07-07,4W,Hyundai,1513
2023-07-07,4W,Tata Motors,2181
2023-07-07,4W,Mahindra,1051
2023-07-07,4W,Kia,1569
2023-07-07,4W,Toyota,1999
2023-07-07,4W,Honda,1090
2023-07-07,4W,MG,2188
2023-07-07,4W,Skoda,1145
2023-07-07,4W,Volkswagen,707
2023-07-08,2W,Hero,4507
2023-07-08,2W,Honda,5919
2023-07-08,2W,TVS,5022
2023-07-08,2W,Bajaj,5174
2023-07-08,2W,Royal Enfield,4580
2023-07-08,2W,Yamaha,1970
2023-07-08,2W,Suzuki,5018
2023-07-08,2W,Ola Electric,3260
2023-07-08,2W,Ather,3237
2023-07-08,3W,Bajaj,288
2023-07-08,3W,Piaggio,327
2023-07-08,3W,Mahindra,409
2023-07-08,3W,TVS,723
2023-07-08,3W,Atul,312
2023-07-08,3W,Kinetic,343
2023-07-08,4W,Maruti Suzuki,636
2023-07-08,4W,Hyundai,837
2023-07-08,4W,Tata Motors,732
2023-07-08,4W,Mahindra,771
2023-07-08,4W,Kia,983
2023-07-08,4W,Toyota,685
2023-07-08,4W,Honda,802
2023-07-08,4W,MG,489
2023-07-08,4W,Skoda,1083
2023-07-08,4W,Volkswagen,840
2023-07-09,2W,Hero,3212
2023-07-09,2W,Honda,4701
2023-07-09,2W,TVS,5051
2023-07-09,2W,Bajaj,2410
2023-07-09,2W,Royal Enfield,3933
2023-07-09,2W,Yamaha,5318
2023-07-09,2W,Suzuki,3915
2023-07-09,2W,Ola Electric,3977
2023-07-09,2W,Ather,2011
2023-07-09,3W,Bajaj,671
2023-07-09,3W,Piaggio,429
2023-07-09,3W,Mahindra,267
2023-07-09,3W,TVS,405
2023-07-09,3W,Atul,395
2023-07-09,3W,Kinetic,387
2023-07-09,4W,Maruti Suzuki,952
2023-07-09,4W,Hyundai,1305
2023-07-09,4W,Tata Motors,776
2023-07-09,4W,Mahindra,541
2023-07-09,4W,Kia,814
2023-07-09,4W,Toyota,752
2023-07-09,4W,Honda,816
2023-07-09,4W,MG,528
2023-07-09,4W,Skoda,746
2023-07-09,4W,Volkswagen,385
2023-07-10,2W,Hero,5839
2023-07-10,2W,Honda,5313
2023-07-10,2W,TVS,10243
2023-07-10,2W,Bajaj,4471
2023-07-10,2W,Royal Enfield,5574
2023-07-10,2W,Yamaha,6082
2023-07-10,2W,Suzuki,3837
2023-07-10,2W,Ola Electric,7053
2023-07-10,2W,Ather,9007
2023-07-10,3W,Bajaj,978
2023-07-10,3W,Piaggio,880
2023-07-10,3W,Mahindra,964
2023-07-10,3W,TVS,806
2023-07-10,3W,Atul,659
2023-07-10,3W,Kinetic,821
2023-07-10,4W,Maruti Suzuki,1696
2023-07-10,4W,Hyundai,1526
2023-07-10,4W,Tata Motors,792
2023-07-10,4W,Mahindra,3270
2023-07-10,4W,Kia,655
2023-07-10,4W,Toyota,1155
2023-07-10,4W,Honda,990
2023-07-10,4W,MG,1327
2023-07-10,4W,Skoda,1098
2023-07-10,4W,Volkswagen,1858
2023-07-11,2W,Hero,4582
2023-07-11,2W,Honda,8466
2023-07-11,2W,TVS,9110
2023-07-11,2W,Bajaj,9756
2023-07-11,2W,Royal Enfield,6708
2023-07-11,2W,Yamaha,10421
2023-07-11,2W,Suzuki,4061
2023-07-11,2W,Ola Electric,7510
2023-07-11,2W,Ather,4677
2023-07-11,3W,Bajaj,892
2023-07-11,3W,Piaggio,1004
2023-07-11,3W,Mahindra,455
2023-07-11,3W,TVS,615
2023-07-11,3W,Atul,432
2023-07-11,3W,Kinetic,607
2023-07-11,4W,Maruti Suzuki,1258
2023-07-11,4W,Hyundai,1992
2023-07-11,4W,Tata Motors,1229
2023-07-11,4W,Mahindra,1350
2023-07-11,4W,Kia,989
2023-07-11,4W,Toyota,597
2023-07-11,4W,Honda,1762
2023-07-11,4W,MG,1141
2023-07-11,4W,Skoda,1862
2023-07-11,4W,Volkswagen,921
2023-07-12,2W,Hero,4258
2023-07-12,2W,Honda,6289
2023-07-12,2W,TVS,8294
2023-07-12,2W,Bajaj,8130
2023-07-12,2W,Royal Enfield,7917
2023-07-12,2W,Yamaha,5672
2023-07-12,2W,Suzuki,8721
2023-07-12,2W,Ola Electric,10415
2023-07-12,2W,Ather,8167
2023-07-12,3W,Bajaj,866
2023-07-12,3W,Piaggio,1090
2023-07-12,3W,Mahindra,1017
2023-07-12,3W,TVS,651
2023-07-12,3W,Atul,467
2023-07-12,3W,Kinetic,947
2023-07-12,4W,Maruti Suzuki,1266
2023-07-12,4W,Hyundai,970
2023-07-12,4W,Tata Motors,632
2023-07-12,4W,Mahindra,1177
2023-07-12,4W,Kia,898
2023-07-12,4W,Toyota,640
2023-07-12,4W,Honda,1240
2023-07-12,4W,MG,1858
2023-07-12,4W,Skoda,1075
2023-07-12,4W,Volkswagen,1751
2023-07-13,2W,Hero,7900
2023-07-13,2W,Honda,5582
2023-07-13,2W,TVS,9023
2023-07-13,2W,Bajaj,4136
